cliente,produto,quantidade
b'iSbfRQ',b'qjT6vA',2
b'iSbfRQ',b'svWunQ',2
b'iSbfRQ',b'4E9Iuw',2
b'iSbfRQ',b'rW.gJg',2
b'iSbfRQ',b'KLHe6A',2
b'iSbfRQ',b'-wlUJA',6
b'iSbfRQ',b'LDv.eg',2
b'iSbfRQ',b'HkvaMA',2
b'iSbfRQ',b'xIsKQg',2
b'iSbfRQ',b'M3iHBA',2
b'iSbfRQ',b'Zry3Fg',2
b'iSbfRQ',b'mbqq0A',2
b'iSbfRQ',b'z.v74A',2
b'iSbfRQ',b'7D-LPg',2
b'iSbfRQ',b'qyvUuQ',2
b'iSbfRQ',b'KD5DSw',2
b'iSbfRQ',b'.nW3SA',2
b'iSbfRQ',b'36GVEA',2
b'iSbfRQ',b'qCJ6dQ',2
b'iSbfRQ',b'vg9izA',2
b'iSbfRQ',b'a0-fwA',4
b'iSbfRQ',b'IYTH9g',2
b'iSbfRQ',b'w1MTTA',2
b'iSbfRQ',b'XAPJfQ',2
b'iSbfRQ',b'BoNusA',2
b'iSbfRQ',b'oAdmrA',4
b'iSbfRQ',b'KGk5xw',2
b'iSbfRQ',b'4U3pTQ',2
b'iSbfRQ',b'MeVgOw',2
b'iSbfRQ',b'4ReMJg',4
b'iSbfRQ',b'Bm2Nww',2
b'iSbfRQ',b'jv2NYQ',2
b'iSbfRQ',b'6Jt-2A',2
b'iSbfRQ',b'aZN4tQ',2
b'iSbfRQ',b'wjzH0w',6
b'iSbfRQ',b'75UDZw',2
b'iSbfRQ',b'cDfc.A',4
b'iSbfRQ',b'lh2yhQ',2
b'iSbfRQ',b'x-JtDA',2
b'iSbfRQ',b's8.iwg',2
b'iSbfRQ',b'vqiF9g',2
b'iSbfRQ',b'QSo4gg',2
b'iSbfRQ',b'UD7GzA',2
b'iSbfRQ',b'0EYFYA',2
b'iSbfRQ',b'rKIZzg',2
b'iSbfRQ',b'OQmAzg',2
b'iSbfRQ',b'KNiJcA',2
b'iSbfRQ',b'EbpddA',2
b'iSbfRQ',b'M-kAFg',2
b'iSbfRQ',b'pbWwSA',4
b'iSbfRQ',b'-qGF4A',2
b'iSbfRQ',b'9VzcTQ',2
b'iSbfRQ',b'XxX-lA',2
b'uzvoAA',b'NHoxXg',2
b'uzvoAA',b'zicQcA',2
b'TkVxvA',b'.BZtXQ',2
b'TkVxvA',b'0Zz2cA',2
b'TkVxvA',b'HE1Eag',2
b'TkVxvA',b'jOPeiQ',2
b'v9ufhA',b'C5xXTQ',2
b'Wi.HBw',b'5LxAQA',2
b'Wi.HBw',b'sM736w',2
b'Wi.HBw',b'OkpItw',2
b'Wi.HBw',b'qFVcjA',2
b'Wi.HBw',b'aFUIgg',2
b'Wi.HBw',b'7D-LPg',2
b'Wi.HBw',b'sEdnMA',2
b'Wi.HBw',b'cqdZEg',2
b'Wi.HBw',b'69hvQA',2
b'Wi.HBw',b'SFe39Q',2
b'Wi.HBw',b'3CQt.g',2
b'EQwC8w',b'7D-LPg',2
b'EQwC8w',b'232amA',2
b'ozVC6g',b'WtDulg',2
b'8Wt97g',b'I.CcmA',2
b'8Wt97g',b'zIw8IA',2
b'8Wt97g',b'uBPoDw',2
b'8Wt97g',b'5bHN.A',2
b'8Wt97g',b'2rSQeQ',2
b't.Yhkw',b'LxjIwA',2
b'7A.iPA',b'iALf5w',2
b'09eeAg',b'UZs8OA',2
b'09eeAg',b'JfVgQw',2
b'4MOmiA',b'xc2MrQ',2
b'4MOmiA',b'JP-0aQ',2
b'JeEpyg',b'KN2u1Q',2
b'JeEpyg',b'ahE4MA',4
b'JeEpyg',b'IbqRhw',2
b'JeEpyg',b'nf-nYQ',2
b'JeEpyg',b'fWi-LQ',2
b'.ZL5mA',b'Iylyng',2
b'J.UzzA',b'oRx5Qg',2
b'J.UzzA',b'FakBAw',2
b'J.UzzA',b'4E9Iuw',2
b'J.UzzA',b'Naq4ng',2
b'J.UzzA',b'bXfNKA',2
b'J.UzzA',b'PKWJ0A',2
b'J.UzzA',b'JedNDQ',2
b'NyIkKA',b'x.STEg',2
b'NyIkKA',b'C9w55g',2
b'DG-i2w',b'e1h2NA',2
b'.3KGfg',b'1yPInA',2
b'.3KGfg',b'PPr-6Q',2
b'.3KGfg',b'C6GFDA',2
b'.3KGfg',b'go9zpA',2
b'.3KGfg',b'4W64QA',2
b'.3KGfg',b'fCTlYA',2
b'.3KGfg',b'F7a90Q',2
b'.3KGfg',b'UtTwGw',2
b'.3KGfg',b'HluheQ',2
b'.3KGfg',b'5jaTug',2
b'.3KGfg',b'OQ4t8g',2
b'.3KGfg',b'.zRrMw',2
b'.3KGfg',b'apK4fQ',6
b'.3KGfg',b'dssuaA',2
b'.3KGfg',b'1qSpIA',4
b'.3KGfg',b'cBj-MQ',4
b'.3KGfg',b'nP7LRQ',2
b'.3KGfg',b'JL05AA',2
b'.3KGfg',b'P3Oyzg',2
b'.3KGfg',b'CdXvxA',2
b'.3KGfg',b'6SvLww',2
b'.3KGfg',b'qOkzvg',2
b'.3KGfg',b'-yzp5w',2
b'.3KGfg',b'vurCcA',2
b'.3KGfg',b'LAVMZA',2
b'.3KGfg',b'vqiF9g',2
b'.3KGfg',b'lop5og',2
b'.3KGfg',b'-JrZoA',2
b'.3KGfg',b'DBxK.A',2
b'BnAlUg',b'zQVLqw',2
b'y3EsPA',b'RX.sxA',2
b'9JiekQ',b'zilWMg',2
b'9JiekQ',b'FIg-DA',2
b'9JiekQ',b'k64aQg',2
b'9JiekQ',b'tqHbzA',2
b'9JiekQ',b'PvwRAA',2
b'9JiekQ',b'c6JHUA',2
b'9JiekQ',b'WmHxyw',2
b'Swmrpg',b'TXHO.A',2
b'Swmrpg',b'7Y-Fdg',2
b'Swmrpg',b'PqGGuA',2
b'De.ROw',b'nstyeA',2
b'De.ROw',b'FIg-DA',2
b'De.ROw',b'Se9-Lw',2
b'De.ROw',b'iPV94A',2
b'De.ROw',b'eQ81hQ',2
b'De.ROw',b'N5V9yA',2
b'De.ROw',b'w2-FkA',2
b'stVNQw',b'Xzm7LQ',2
b'stVNQw',b'-3PaiA',2
b'DlaBpA',b'sNxyfQ',2
b'DlaBpA',b'grFjCw',2
b'niR93g',b'ApfEHg',2
b'niR93g',b'6ZLtIg',2
b'pKquzQ',b'-Zy0sw',2
b'fQaqqw',b'awB0Fw',2
b'fQaqqw',b'aFUIgg',2
b'fQaqqw',b'ycSFvw',2
b'fQaqqw',b'xLunDg',2
b'fQaqqw',b'HOvOgQ',2
b'fQaqqw',b'wRwD8A',2
b'fQaqqw',b'rdhF6A',2
b'fQaqqw',b'oulq3Q',4
b'fQaqqw',b'T-3lEQ',2
b'xwpfRA',b'vHb8uA',2
b'xwpfRA',b'fWi-LQ',2
b'cvkUTA',b'oSl.kA',2
b'LIuC.A',b'akG1Gg',2
b'qlAobw',b'EVFauw',2
b'qlAobw',b'nygcEw',2
b'NCI2yg',b'KD5DSw',2
b'5fuP5w',b'cx2RAQ',2
b'5fuP5w',b'YGGLqQ',2
b'KBXj6g',b'7G0csA',2
b'KBXj6g',b'K6wKEg',2
b'mNF78g',b'WtDulg',2
b'mNF78g',b'Yw.62A',4
b'mNF78g',b'uNsD3Q',2
b'Cf5VQg',b'sWBnBw',2
b'Cf5VQg',b'4U3pTQ',2
b'Cf5VQg',b'1JGZ1w',2
b'7vu-5g',b'QryhBw',2
b'7vu-5g',b'SWzDAA',2
b'cMUsPg',b'WOMsag',2
b'cMUsPg',b'adySIA',2
b'cMUsPg',b'0YGaVA',2
b'cMUsPg',b'7D-LPg',2
b'cMUsPg',b'RQdNLw',2
b'cMUsPg',b'OkgmqA',2
b'cMUsPg',b'GQKdsA',2
b'cMUsPg',b'Lcm9pw',2
b'cMUsPg',b'hS8akw',2
b'cMUsPg',b'AuGJgw',2
b'cMUsPg',b'gpfvkw',2
b'cMUsPg',b'SJYPog',2
b'oGLZbA',b'adySIA',2
b'oGLZbA',b'6FUuNQ',4
b'1zuThQ',b'yF-Sjg',2
b'-H4P0g',b'hdvylA',2
b'lW3RVA',b'BNrOdQ',2
b'lW3RVA',b'j9p9rQ',2
b'lW3RVA',b'2ISVmA',2
b'lW3RVA',b'p43o2w',2
b'6mfzqQ',b'KD5DSw',2
b'6mfzqQ',b'SFe39Q',2
b'HThJFA',b'4W64QA',2
b'HThJFA',b'PALOcA',2
b'HThJFA',b'A0w-BQ',2
b'HThJFA',b'RKN0HA',2
b'HThJFA',b'kNpDQw',2
b'HThJFA',b'vukrEw',2
b'HThJFA',b'bTDnnQ',2
b'HThJFA',b'XT-Clw',2
b'HThJFA',b'AYuaFQ',4
b'HThJFA',b'mnNFog',2
b'HThJFA',b'cwbX1A',2
b'HThJFA',b'KrT1OQ',2
b'HThJFA',b'wYvmzw',2
b'HThJFA',b'EI9ohg',2
b'HThJFA',b'kuG0NQ',2
b'HThJFA',b'YV0muA',2
b'HThJFA',b'Qn8kNA',2
b'HThJFA',b's1p6RQ',2
b'HThJFA',b'AC.IDA',2
b'HThJFA',b'KN8CeQ',2
b'HThJFA',b'th3Mlg',2
b'HThJFA',b'XnajHA',2
b'HThJFA',b'OQmAzg',2
b'HThJFA',b'GHKBvA',2
b'HThJFA',b'mxu4jA',2
b'HThJFA',b'dZfQ7A',2
b'HThJFA',b'j2T7rw',2
b'HThJFA',b'bJZ8IA',2
b'EuitYw',b'Po7hag',2
b'EuitYw',b'ICsOSA',2
b'EuitYw',b'1.9dYQ',4
b'EuitYw',b'BwYYsA',2
b'EuitYw',b'VGf8zQ',2
b'EuitYw',b'O5tDwA',2
b'EuitYw',b'aFUIgg',2
b'EuitYw',b'7-D8vQ',2
b'EuitYw',b'R2VLUQ',2
b'EuitYw',b'BDN-Zg',2
b'EuitYw',b'8KEILA',2
b'EuitYw',b'vuBXRA',2
b'EuitYw',b'YVwFmA',2
b'EuitYw',b'B33RsA',2
b'EuitYw',b'Nq6T4A',2
b'EuitYw',b'qUlppg',2
b'EuitYw',b'sikfqA',4
b'EuitYw',b'-yzp5w',2
b'EuitYw',b'ZkNzcA',4
b'EuitYw',b'0TQU2g',2
b'EuitYw',b'y9.38g',2
b'EuitYw',b'8LuRAg',2
b'EuitYw',b'4ReMJg',2
b'EuitYw',b'2euKrg',2
b'EuitYw',b'AYgktg',2
b'EuitYw',b'2DGbwg',2
b'EuitYw',b'FSHAMQ',2
b'EuitYw',b'BV132A',2
b'EuitYw',b'gpfvkw',2
b'EuitYw',b'LiKGTg',2
b'EuitYw',b'-GRuUg',4
b'EuitYw',b'S9DSlg',2
b'EuitYw',b'MEsz8A',6
b'EuitYw',b'AHDs2g',2
b'EuitYw',b'd7HK6A',2
b'EuitYw',b'8kF4Jg',2
b'EuitYw',b'h-PFUA',2
b'EuitYw',b'oLOPRA',2
b'EuitYw',b'cdRLRg',2
b'g61YrA',b'5lep2A',2
b'g61YrA',b'rE-Amw',2
b'gAhtMQ',b'6H01xw',2
b'gAhtMQ',b'qJ8eWg',2
b'bHdUrA',b'j2ZJ2A',2
b'b.HUZA',b'9.tixg',2
b'QhoEWw',b'0YGaVA',2
b'QhoEWw',b'2TQbkA',2
b'QhoEWw',b'S8sGbw',2
b'QhoEWw',b'bay7Hg',2
b'4M-vtA',b'nylG7g',2
b'4M-vtA',b'S8PJBQ',2
b'4M-vtA',b'qfuYbA',4
b'4M-vtA',b'-0bfvQ',2
b'4M-vtA',b'YzbsgA',4
b'4M-vtA',b'dmnO2A',2
b'4M-vtA',b'MMNImw',2
b'4M-vtA',b'NgcyhQ',2
b'4M-vtA',b'Qn8kNA',2
b'4M-vtA',b'J7pm3Q',2
b'4M-vtA',b'TWy-Fw',2
b'4M-vtA',b'KNiJcA',2
b'4M-vtA',b'K0kH0g',2
b'4M-vtA',b'bBiHIQ',2
b'4M-vtA',b'TlU17A',2
b'4M-vtA',b'izuYSg',2
b'urM62g',b'qWkuBg',2
b'urM62g',b'.C2OKQ',2
b'urM62g',b'q3CXJg',2
b'urM62g',b'm8UeAA',2
b'urM62g',b'C.NSnw',2
b'urM62g',b'-ML1TQ',2
b'urM62g',b'U1kaPA',2
b'urM62g',b'XNlIEg',2
b'urM62g',b'WxYGeg',2
b'urM62g',b'9clKTA',2
b'urM62g',b'FqHH0A',2
b'urM62g',b'5R.8EA',2
b'urM62g',b'oU50wQ',2
b'-d2iuA',b'37GF.A',2
b'-d2iuA',b'iusp8w',2
b'-d2iuA',b'PnHoxg',2
b'yIbFMA',b'kSeFrw',2
b'yIbFMA',b'dssuaA',2
b'yIbFMA',b'lCsUvg',2
b'yIbFMA',b'IbqRhw',2
b'yIbFMA',b'Lk8gPA',2
b'yIbFMA',b'egVbsg',2
b'yIbFMA',b'laDtwA',2
b'yIbFMA',b'IQduKg',2
b'pIeDzQ',b'R4Gl9g',2
b'RKxakg',b'TqtYmg',2
b'RKxakg',b'RUucrA',2
b'oaTamA',b'UZs8OA',2
b'oaTamA',b'R71hOg',2
b'oaTamA',b'FakBAw',2
b'oaTamA',b'PI6Q2w',2
b'oaTamA',b'd06kkA',4
b'oaTamA',b'tDzqXg',2
b'oaTamA',b'1qSpIA',2
b'oaTamA',b'XlGgxA',2
b'oaTamA',b'NAZs8A',2
b'oaTamA',b'UIV5VQ',2
b'oaTamA',b'cedHsA',2
b'oaTamA',b'NtfHSQ',2
b'oaTamA',b'9c6AGA',2
b'oaTamA',b'PKWJ0A',2
b'oaTamA',b'8b4ioA',2
b'oaTamA',b'XrQIyA',2
b'oaTamA',b'o-FtwA',2
b'aEYehQ',b'i3T9zQ',2
b'XGLzOg',b'HoHt7Q',2
b'PghCfA',b'YsSOVg',2
b'PghCfA',b'5gjVkA',2
b'PghCfA',b'F5uiXg',2
b'cKJz8w',b'Z2VG-Q',2
b'510hhQ',b'5Hj1jQ',2
b'510hhQ',b'E6XNCA',2
b'510hhQ',b'QHU2ig',2
b'510hhQ',b'yYFtLA',4
b'510hhQ',b'UL9PlQ',2
b'510hhQ',b'Mwerhg',2
b'510hhQ',b'9JPZ1g',2
b'510hhQ',b'F5xmmA',2
b'510hhQ',b'YsSOVg',2
b'510hhQ',b'Dq2OsA',2
b'510hhQ',b'0GNvKg',2
b'510hhQ',b'RpgCXA',6
b'510hhQ',b'KLHe6A',2
b'510hhQ',b'oq5ijQ',2
b'510hhQ',b'Hlai-A',8
b'510hhQ',b'HkvaMA',2
b'510hhQ',b'SXQ0Uw',2
b'510hhQ',b'y7D8hA',2
b'510hhQ',b'bTDnnQ',2
b'510hhQ',b'vDSYAA',2
b'510hhQ',b'NvVvNw',2
b'510hhQ',b'Gtm.4Q',2
b'510hhQ',b'cwbX1A',2
b'510hhQ',b'K8J8dA',2
b'510hhQ',b'tLZxsA',2
b'510hhQ',b'dBCCyQ',2
b'510hhQ',b'A9l3dA',2
b'510hhQ',b'qAe87A',6
b'510hhQ',b'cyC-rw',2
b'510hhQ',b'PuKPXA',2
b'510hhQ',b'iwHgTQ',2
b'510hhQ',b'B4DIpg',2
b'510hhQ',b'6Q54hg',2
b'510hhQ',b'nkVr2g',2
b'510hhQ',b'JQO1jg',2
b'510hhQ',b'XbDz0g',2
b'510hhQ',b'CVn9Ww',2
b'510hhQ',b'vo9cSA',2
b'510hhQ',b'UauPuQ',2
b'510hhQ',b'DULIbg',2
b'510hhQ',b'MUxxEA',2
b'510hhQ',b'ShGWLw',2
b'510hhQ',b'Wj9ADw',2
b'510hhQ',b'q8eMwg',2
b'510hhQ',b'R4EfJg',2
b'510hhQ',b'zRpOuw',2
b'510hhQ',b'fpAWGA',2
b'510hhQ',b'jgV4QA',2
b'510hhQ',b'qD.dSg',4
b'510hhQ',b'QF0zkA',2
b'510hhQ',b'RBfZdA',2
b'510hhQ',b'th3Mlg',2
b'510hhQ',b'jkg2qA',2
b'510hhQ',b'51RqxQ',6
b'510hhQ',b'fWY98A',2
b'510hhQ',b'3kCOhA',2
b'510hhQ',b'5D9yWw',2
b'510hhQ',b'QgtHvA',2
b'510hhQ',b'.Wr2-g',2
b'510hhQ',b'ALpdcA',2
b'510hhQ',b'JoyASg',2
b'510hhQ',b'NHziew',2
b'rqKq9A',b'dcjoSA',2
b'rqKq9A',b'iwHgTQ',2
b'LxO9sw',b'NcGAAQ',2
b'LxO9sw',b'RKN0HA',2
b'DuvoZw',b'eQ81hQ',2
b'DuvoZw',b'givCiA',4
b'DuvoZw',b'-eSwyg',2
b'DuvoZw',b'5k0kuw',2
b'DuvoZw',b'oEK6Gw',2
b'DuvoZw',b'pQ2sJw',2
b'AjKKAw',b'DwLJaQ',2
b'AjKKAw',b'JVqoSA',2
b'AjKKAw',b'BV132A',2
b'y5.BRA',b'aFUIgg',2
b'y5.BRA',b'C5h2WA',2
b'6KdCzA',b'e25sAg',2
b'xYOuSw',b'GChhQg',2
b'xYOuSw',b'uCv6aA',2
b'0C0J0w',b'WOMsag',2
b'0C0J0w',b'HkvaMA',2
b'0C0J0w',b'YM8dGg',2
b'0C0J0w',b'69hvQA',2
b'0C0J0w',b'C8BNCA',2
b'0C0J0w',b'iALf5w',2
b'yKR4Vg',b'C.NSnw',2
b'aGm1HA',b'sjd8KA',2
b'8RPrTA',b'E0KQcA',2
b'8RPrTA',b'vqiF9g',2
b'ofiDkg',b'7D-LPg',2
b'ofiDkg',b'9GDKqw',2
b'XohIlA',b'56sUzg',2
b'XohIlA',b'S8ZopQ',2
b's5-2HQ',b'5WKJ8g',2
b'9RQCYA',b'jS3nqg',2
b'9RQCYA',b'iGl1rg',2
b'm-CaiA',b'jxcAog',2
b'm-CaiA',b'QHU2ig',6
b'm-CaiA',b'zw.YHQ',2
b'm-CaiA',b'WhHUwQ',2
b'm-CaiA',b'6BDpSA',8
b'm-CaiA',b'o.i4WA',2
b'aouuMw',b'rooGFA',2
b'sneeBg',b'cRptSA',2
b'sneeBg',b'DuAGoA',6
b'sneeBg',b'iALf5w',2
b'KnZB5g',b'adySIA',2
b'KnZB5g',b'rYP7gg',2
b'KnZB5g',b'aVo4YA',2
b'KnZB5g',b'7G0csA',2
b'KnZB5g',b'pQ0KdA',2
b'KnZB5g',b'TTxLBw',2
b'KnZB5g',b'XAPJfQ',2
b'KnZB5g',b'-L3CBg',2
b'KnZB5g',b'L5DKaA',2
b'LaREsw',b'a6709w',2
b'LaREsw',b'vO7qjQ',2
b'LaREsw',b'ApfEHg',8
b'LaREsw',b'sWBnBw',2
b'LaREsw',b'90f5Lg',2
b'LaREsw',b'.jlw4A',2
b'LaREsw',b'DqYd-A',2
b'LaREsw',b'gpPMHQ',2
b'LaREsw',b'z8bpfg',4
b'LaREsw',b'WTHJkA',2
b'LaREsw',b'v.6Z4A',2
b'LaREsw',b'zB2.hQ',2
b'5-G40A',b's2mS.g',2
b'5-G40A',b'-yzp5w',2
b'5-G40A',b'XrQIyA',2
b'1j1Q7A',b'lcAg4Q',2
b'1j1Q7A',b'E5Qvlw',2
b'pHn9Xg',b'BZngmA',2
b'7mvhKQ',b'XqwaEA',2
b'7mvhKQ',b'umIuww',2
b'7mvhKQ',b'0bepkw',2
b'A4E3QQ',b'ul72xA',2
b'A4E3QQ',b'jO9SZQ',2
b'A4E3QQ',b'y7D8hA',2
b'A4E3QQ',b'Gu97rw',2
b'A4E3QQ',b'JJ-gfQ',2
b'A4E3QQ',b'pUDZPQ',2
b'edyfqA',b'JcW31A',2
b'edyfqA',b'mpvfNA',2
b'2Oqp4Q',b'adySIA',2
b'2Oqp4Q',b'Hl.lrA',2
b'2Oqp4Q',b'JfVgQw',2
b'ysa-9A',b'uMGAJg',2
b'ysa-9A',b'D1FekA',2
b'ysa-9A',b'yiQjsw',2
b'ysa-9A',b'SFe39Q',2
b'plvBCw',b'zXa8ig',4
b'plvBCw',b'HAJdXw',2
b'plvBCw',b'a2n7zg',2
b'plvBCw',b'HHDjFQ',2
b'plvBCw',b'uinljg',2
b'plvBCw',b'BYWqiA',2
b'plvBCw',b'MTf4JA',2
b'plvBCw',b'aaUokA',2
b'plvBCw',b'aO9vxg',2
b'plvBCw',b'I1Bgrw',2
b'plvBCw',b'bBiHIQ',2
b'plvBCw',b'WxoIQA',2
b'plvBCw',b'rWbUwg',2
b'plvBCw',b'b7Th3Q',2
b'lXinxw',b'Lp-amA',2
b'lXinxw',b'B2ECoQ',2
b'lXinxw',b'wVxylA',2
b'FJMIAw',b'.ClufQ',2
b'FJMIAw',b'FFph8g',2
b'FJMIAw',b'Yw.62A',2
b'FJMIAw',b'iusp8w',2
b'FJMIAw',b'RJHAEA',2
b'FJMIAw',b'i0v1EQ',2
b'FJMIAw',b'TVkbmA',2
b'B5pzPw',b'15HweA',2
b'B5pzPw',b'O5tDwA',2
b'B5pzPw',b'41u1ww',2
b'B5pzPw',b'aFUIgg',2
b'B5pzPw',b'0NljWg',2
b'B5pzPw',b'tT.YEQ',2
b'B5pzPw',b'nqmf2A',2
b'O59dxg',b'eUui0A',2
b'7N04EQ',b'GAl-PA',2
b'yE3SXQ',b'adySIA',2
b'yE3SXQ',b'tQOGWQ',2
b'yE3SXQ',b'TpU4nw',2
b'yE3SXQ',b'9clihA',2
b'4OgnhA',b'IHKyvQ',2
b'CxFXmg',b'OuhLqQ',2
b'CxFXmg',b'uLmV8g',2
b'CxFXmg',b'PnHoxg',2
b'CxFXmg',b'B6C.gA',2
b'o5A6wQ',b'WOMsag',2
b'o5A6wQ',b'YsSOVg',2
b'o5A6wQ',b'A0QdEg',2
b'o5A6wQ',b'q8N8sA',2
b'o5A6wQ',b'77KPAA',2
b'o5A6wQ',b'j4EX-w',2
b'o5A6wQ',b'tqHbzA',2
b'o5A6wQ',b'LYHylw',2
b'o5A6wQ',b'Z9PHhA',2
b'Y42hbQ',b'kFDz-A',2
b'lyMWag',b'.EFkoA',2
b'lyMWag',b'WyjxKA',2
b'VdcMiQ',b'RPDqrA',2
b'zXEa8Q',b'ucQqYQ',2
b'zXEa8Q',b'1qSpIA',2
b'9H1FUg',b'7hlQww',2
b'kkpK-g',b'3hkUlg',2
b'kkpK-g',b'LcTjIQ',2
b'0LJQXQ',b'mzkEGA',2
b'JGNWwQ',b'7-D8vQ',2
b'jcUt5Q',b'QHU2ig',2
b'jcUt5Q',b'SrH1oQ',2
b'jcUt5Q',b'RxcQ8g',2
b'YiNb5Q',b'UZs8OA',2
b'YiNb5Q',b'mCk9TA',2
b'YiNb5Q',b'XZugLg',2
b'YiNb5Q',b'2JfVwA',2
b'YiNb5Q',b'7hlQww',2
b'YiNb5Q',b'Z0sF-Q',2
b'YiNb5Q',b'oJMI0A',2
b'YiNb5Q',b'OuhLqQ',2
b'YiNb5Q',b'ZIK96Q',2
b'YiNb5Q',b'UvEePA',2
b'YiNb5Q',b'K-OjIA',2
b'YiNb5Q',b'SSthFA',2
b'YiNb5Q',b'adySIA',2
b'YiNb5Q',b'9-oakg',2
b'YiNb5Q',b'y.jsVQ',2
b'YiNb5Q',b'WtDulg',12
b'YiNb5Q',b'KdYL4w',4
b'YiNb5Q',b'RxTtrA',2
b'YiNb5Q',b'oBQNPg',8
b'YiNb5Q',b'JFgFXA',2
b'YiNb5Q',b'92ATYA',2
b'YiNb5Q',b'pwj9uw',2
b'YiNb5Q',b'7oDU4A',2
b'YiNb5Q',b'0YGaVA',2
b'YiNb5Q',b'TINpvw',2
b'YiNb5Q',b'HluheQ',2
b'YiNb5Q',b'd9k1mA',2
b'YiNb5Q',b'7DTFOQ',2
b'YiNb5Q',b'lcAg4Q',2
b'YiNb5Q',b'QhD6fQ',2
b'YiNb5Q',b'F5uiXg',2
b'YiNb5Q',b'57VoSA',4
b'YiNb5Q',b'v9te9g',2
b'YiNb5Q',b'OjmVeg',2
b'YiNb5Q',b'ntkHVg',2
b'YiNb5Q',b'CqRD2Q',2
b'YiNb5Q',b'BcuwEQ',2
b'YiNb5Q',b'm.U8JA',4
b'YiNb5Q',b'9bh4mg',2
b'YiNb5Q',b'0BUafw',4
b'YiNb5Q',b'C.NSnw',2
b'YiNb5Q',b'cGT.HA',2
b'YiNb5Q',b'yY-UAA',4
b'YiNb5Q',b'1qSpIA',4
b'YiNb5Q',b'-ML1TQ',2
b'YiNb5Q',b'QNf6Pw',2
b'YiNb5Q',b'VKW-og',2
b'YiNb5Q',b'diD-qA',4
b'YiNb5Q',b'69uecA',4
b'YiNb5Q',b'gxlAPw',6
b'YiNb5Q',b'3UOgWQ',2
b'YiNb5Q',b'z09KNg',2
b'YiNb5Q',b'drK6Vg',2
b'YiNb5Q',b'hRNy0Q',2
b'YiNb5Q',b'zvsqnA',2
b'YiNb5Q',b'MRnDEg',2
b'YiNb5Q',b'p6SXMA',10
b'YiNb5Q',b'mNtWkA',4
b'YiNb5Q',b'P4bmgA',2
b'YiNb5Q',b'fHrzTw',2
b'YiNb5Q',b'hu2jqw',2
b'YiNb5Q',b'PyI6kA',2
b'YiNb5Q',b'Q0ppXw',2
b'YiNb5Q',b'L4SmGg',2
b'YiNb5Q',b'Y2BYxw',2
b'YiNb5Q',b'Hz8i6A',2
b'YiNb5Q',b'bBiHIQ',4
b'YiNb5Q',b'8biigQ',2
b'YiNb5Q',b'LaAPfA',2
b'YiNb5Q',b'VQD1oA',2
b'YiNb5Q',b'LxjIwA',2
b'YiNb5Q',b's5u9Mg',2
b'EUCxzg',b'P7WUHg',2
b'xuW.DQ',b'orpxWw',2
b'0ZTvxQ',b'AiJ3kA',2
b'0ZTvxQ',b'WiWMrw',2
b'0ZTvxQ',b'kP0W4Q',2
b'lNjdEQ',b'gkBfRQ',2
b'lNjdEQ',b'DJXHog',2
b'lNjdEQ',b'JWwufg',2
b'9PJ0OQ',b'VmGC-w',2
b'sxspgg',b'1i50VA',2
b'sxspgg',b'iALf5w',2
b'x8vJWA',b'SSthFA',2
b'x8vJWA',b'Lp-amA',2
b'x8vJWA',b'rYP7gg',2
b'x8vJWA',b'qWkuBg',2
b'x8vJWA',b'G64hjw',2
b'x8vJWA',b'jQR-UA',2
b'DDaUpQ',b'CsYCJw',2
b'DDaUpQ',b'rooGFA',2
b'DDaUpQ',b'okKF0A',2
b'DDaUpQ',b'HIaGzw',2
b'DDaUpQ',b'ensZoQ',2
b'DDaUpQ',b'pC8LUA',2
b'DDaUpQ',b'wC6hnw',2
b'DDaUpQ',b'IQduKg',2
b'l-Zk8w',b'OeGJAw',2
b'GYIc1g',b'Luxd3g',2
b'GYIc1g',b'BCNzlA',2
b'GYIc1g',b'NP4Ixg',2
b'GYIc1g',b'VVQp3w',2
b'GYIc1g',b'-BQP6Q',2
b'GYIc1g',b'AOCelg',2
b'GYIc1g',b'v4g59A',2
b'GLpfsA',b'adySIA',2
b'GLpfsA',b'u6tyWg',3
b'zt0GfQ',b'gym9Nw',2
b'zt0GfQ',b'Ugx7oA',2
b'KPgcJg',b'znIHUA',2
b'KPgcJg',b'6BDpSA',2
b'KPgcJg',b'uNsD3Q',2
b'KPgcJg',b'LE9l4A',2
b'KPgcJg',b'zy9APg',2
b'KPgcJg',b'14lZEA',2
b'LN80SQ',b'tbN4Dw',2
b'QXARPA',b'tF6h9g',2
b'3Yr1tQ',b'FfAKXA',2
b'3Yr1tQ',b'c2cXyA',2
b'Dsn8mQ',b'7hlQww',2
b'Dsn8mQ',b'9tT.wA',2
b'Dsn8mQ',b'aFUIgg',2
b'RMYo6w',b'Y0i24w',2
b'hAm1pw',b'o5g8UQ',2
b'jiZLAw',b'nstyeA',2
b'jiZLAw',b'bDyQRQ',2
b'jiZLAw',b'NI69yQ',2
b'jiZLAw',b'TN8IhA',2
b'jiZLAw',b'erfjLQ',4
b'jiZLAw',b'W8GzGA',2
b'jiZLAw',b'X0BuRg',2
b'jiZLAw',b'-yzp5w',2
b'3P-gCw',b'I4G1OA',2
b'3P-gCw',b'0AuPwA',2
